Date,S&P Comp. P,Dividend D,Earnings E,Price Index CPI,Date Fraction,Long Interest Rate GS10,Real Price,Real Dividend,Total Return Price,Real Earnings,TR Scaled Earnings,Ratio P/E10 or CAPE,Ratio TR P/E10 or TR CAPE,Excess CAPE Yield,Total Bond Returns,Total Bond Returns,10 Year Annualized Stock Real Return,10 Year Annualized Bonds Real Return,Real 10 Year Excess Annualized Returns
1884.02,5.32,0.33,0.39,9.23,1884.12,3.61,191.83,11.78,  418.72 ,13.88,  30.30 ,14.81,18.96,0.26%,1.00,2.79,6.14%,6.84%,-0.70%
1884.03,5.30,0.33,0.38,9.23,1884.21,3.60,191.11,11.72,  419.28 ,13.61,  29.86 ,14.74,18.88,0.30%,1.00,2.80,6.79%,7.16%,-0.37%
1884.04,5.06,0.32,0.37,9.04,1884.29,3.60,186.29,11.90,  410.89 ,13.62,  30.05 ,14.35,18.40,0.43%,1.00,2.87,7.19%,6.94%,0.25%
1884.05,4.65,0.32,0.36,8.85,1884.37,3.59,174.88,12.10,  387.95 ,13.63,  30.24 ,13.47,17.27,0.77%,1.00,2.94,7.45%,6.73%,0.72%
1884.06,4.46,0.32,0.36,8.85,1884.46,3.58,167.74,12.03,  374.32 ,13.35,  29.79 ,12.91,16.58,1.33%,1.00,2.95,7.74%,6.74%,1.00%
1884.07,4.46,0.32,0.35,8.75,1884.54,3.57,169.56,12.10,  380.64 ,13.21,  29.66 ,13.04,16.77,1.08%,1.00,2.99,7.38%,6.63%,0.74%
1884.08,4.74,0.32,0.34,8.75,1884.62,3.56,180.20,12.04,  406.78 ,12.93,  29.18 ,13.86,17.83,0.71%,1.00,3.00,6.80%,6.34%,0.46%
1884.09,4.59,0.32,0.33,8.66,1884.71,3.55,176.42,12.11,  400.52 ,12.78,  29.01 ,13.57,17.47,0.77%,1.00,3.05,7.03%,6.09%,0.94%
1884.1,4.44,0.31,0.33,8.56,1884.79,3.55,172.55,12.18,  394.04 ,12.63,  28.84 ,13.27,17.11,0.99%,1.00,3.09,7.21%,6.28%,0.93%
1884.11,4.35,0.31,0.32,8.37,1884.87,3.54,172.89,12.39,  397.18 ,12.62,  28.99 ,13.30,17.17,0.85%,1.00,3.17,7.17%,6.05%,1.12%
1884.12,4.34,0.31,0.31,8.28,1884.96,3.53,174.48,12.46,  403.21 ,12.46,  28.80 ,13.43,17.36,0.67%,1.00,3.22,7.11%,6.09%,1.02%
1885.01,4.24,0.30,0.31,8.28,1885.04,3.52,170.46,12.23,  396.27 ,12.33,  28.66 ,13.13,16.99,0.85%,1.00,3.23,7.21%,6.10%,1.11%
1885.02,4.37,0.30,0.30,8.37,1885.12,3.51,173.69,11.86,  406.08 ,12.05,  28.18 ,13.38,17.33,0.83%,1.00,3.21,6.84%,6.20%,0.64%
1885.03,4.38,0.29,0.30,8.18,1885.21,3.50,178.14,11.90,  418.79 ,12.20,  28.68 ,13.73,17.80,0.43%,1.00,3.30,6.56%,5.93%,0.62%
1885.04,4.37,0.29,0.30,8.28,1885.29,3.48,175.69,11.53,  415.29 ,11.93,  28.20 ,13.55,17.58,0.57%,1.00,3.27,6.68%,5.59%,1.10%
1885.05,4.32,0.28,0.29,8.09,1885.37,3.47,177.76,11.55,  422.48 ,12.07,  28.68 ,13.71,17.80,0.51%,1.00,3.36,6.96%,5.17%,1.79%
1885.06,4.30,0.28,0.29,7.90,1885.46,3.46,181.20,11.59,  432.95 ,12.22,  29.20 ,13.98,18.17,0.32%,1.00,3.46,6.80%,4.76%,2.04%
1885.07,4.46,0.27,0.29,7.99,1885.54,3.45,185.71,11.21,  445.94 ,11.94,  28.67 ,14.33,18.63,0.28%,1.00,3.43,6.71%,5.01%,1.70%
1885.08,4.71,0.26,0.28,7.99,1885.62,3.43,196.12,10.96,  473.13 ,11.80,  28.46 ,15.13,19.68,-0.16%,1.00,3.44,6.42%,5.13%,1.29%
1885.09,4.65,0.26,0.28,7.90,1885.71,3.42,195.95,10.85,  474.92 ,11.80,  28.60 ,15.12,19.66,-0.18%,1.00,3.50,6.48%,4.99%,1.50%
1885.1,4.92,0.25,0.28,7.90,1885.79,3.41,207.33,10.61,  504.63 ,11.66,  28.38 ,15.99,20.80,-0.53%,1.00,3.51,5.72%,4.97%,0.75%
1885.11,5.24,0.25,0.27,7.99,1885.87,3.40,218.19,10.23,  533.13 ,11.38,  27.81 ,16.82,21.88,-0.63%,1.00,3.48,4.82%,5.07%,-0.26%
1885.12,5.20,0.24,0.27,8.18,1885.96,3.38,211.48,9.76,  518.75 ,10.98,  26.94 ,16.30,21.19,-0.11%,1.00,3.42,4.65%,5.45%,-0.79%
1886.01,5.20,0.24,0.28,7.99,1886.04,3.37,216.52,9.92,  533.13 ,11.45,  28.19 ,16.69,21.69,-0.39%,1.00,3.51,4.43%,5.33%,-0.90%
1886.02,5.30,0.24,0.28,7.99,1886.12,3.38,220.68,9.86,  545.40 ,11.66,  28.81 ,17.01,22.09,-0.51%,1.00,3.52,4.81%,5.51%,-0.70%
1886.03,5.19,0.24,0.29,7.90,1886.21,3.40,218.71,9.90,  542.56 ,12.01,  29.79 ,16.84,21.87,-0.58%,1.00,3.56,4.74%,5.41%,-0.67%
1886.04,5.12,0.23,0.29,7.80,1886.29,3.41,218.39,9.95,  543.82 ,12.37,  30.80 ,16.80,21.81,-0.61%,1.00,3.61,5.00%,5.46%,-0.46%
1886.05,5.02,0.23,0.30,7.61,1886.37,3.42,219.48,10.13,  548.63 ,12.90,  32.24 ,16.86,21.89,-0.54%,1.00,3.71,5.05%,5.39%,-0.33%
1886.06,5.25,0.23,0.30,7.52,1886.46,3.43,232.44,10.18,  583.16 ,13.28,  33.32 ,17.83,23.13,-0.72%,1.00,3.77,4.42%,5.44%,-1.02%
1886.07,5.33,0.23,0.31,7.61,1886.54,3.45,233.03,9.98,  586.73 ,13.33,  33.57 ,17.85,23.13,-0.62%,1.00,3.73,3.69%,5.60%,-1.90%
1886.08,5.37,0.23,0.31,7.71,1886.62,3.46,231.88,9.79,  585.89 ,13.39,  33.82 ,17.72,22.95,-0.56%,1.00,3.69,3.14%,5.76%,-2.61%
1886.09,5.51,0.23,0.32,7.71,1886.71,3.47,237.93,9.72,  603.21 ,13.60,  34.48 ,18.15,23.48,-0.80%,1.00,3.69,3.41%,5.78%,-2.37%
1886.1,5.65,0.22,0.32,7.71,1886.79,3.48,243.97,9.64,  620.57 ,13.82,  35.15 ,18.56,24.00,-1.11%,1.00,3.70,3.08%,5.49%,-2.41%
1886.11,5.79,0.22,0.33,7.71,1886.87,3.50,250.02,9.57,  637.98 ,14.03,  35.81 ,18.97,24.50,-1.32%,1.00,3.71,3.21%,5.21%,-2.00%
1886.12,5.64,0.22,0.33,7.80,1886.96,3.51,240.57,9.38,  615.87 ,14.08,  36.03 ,18.19,23.49,-1.17%,1.00,3.67,3.23%,5.37%,-2.14%
1887.01,5.58,0.22,0.33,7.99,1887.04,3.52,232.34,9.26,  596.78 ,13.84,  35.56 ,17.51,22.59,-0.90%,1.00,3.59,3.89%,5.95%,-2.06%
1887.02,5.54,0.23,0.34,8.09,1887.12,3.53,227.96,9.26,  587.52 ,13.78,  35.53 ,17.13,22.08,-0.41%,1.00,3.55,3.99%,6.09%,-2.10%
1887.03,5.67,0.23,0.34,8.09,1887.21,3.55,233.31,9.36,  603.31 ,13.89,  35.91 ,17.47,22.52,-0.10%,1.00,3.56,3.78%,6.10%,-2.33%
1887.04,5.80,0.23,0.34,8.09,1887.29,3.56,238.66,9.46,  619.18 ,13.99,  36.30 ,17.82,22.95,-0.49%,1.00,3.57,3.37%,6.28%,-2.90%
1887.05,5.90,0.23,0.34,8.09,1887.37,3.57,242.78,9.57,  631.93 ,14.09,  36.68 ,18.08,23.26,-0.76%,1.00,3.57,3.41%,6.45%,-3.04%
1887.06,5.73,0.24,0.35,7.99,1887.46,3.58,238.59,9.79,  623.15 ,14.37,  37.52 ,17.71,22.78,-0.23%,1.00,3.62,4.06%,6.34%,-2.28%
1887.07,5.59,0.24,0.35,7.90,1887.54,3.60,235.56,10.01,  617.43 ,14.64,  38.38 ,17.43,22.42,-0.37%,1.00,3.67,4.65%,6.22%,-1.58%
1887.08,5.45,0.24,0.35,7.99,1887.62,3.61,226.93,9.99,  596.98 ,14.57,  38.34 ,16.74,21.52,0.35%,1.00,3.64,5.23%,5.89%,-0.66%
1887.09,5.38,0.24,0.35,7.90,1887.71,3.62,226.71,10.22,  598.65 ,14.85,  39.22 ,16.68,21.43,0.34%,1.00,3.69,5.43%,5.47%,-0.05%
1887.1,5.20,0.25,0.36,7.99,1887.79,3.63,216.52,10.20,  573.98 ,14.78,  39.19 ,15.88,20.41,0.74%,1.00,3.65,5.71%,5.76%,-0.05%
1887.11,5.30,0.25,0.36,8.09,1887.87,3.65,218.09,10.18,  580.39 ,14.71,  39.15 ,15.95,20.50,1.01%,1.00,3.61,5.25%,5.90%,-0.65%
1887.12,5.27,0.25,0.36,8.28,1887.96,3.66,211.87,10.05,  566.06 ,14.47,  38.67 ,15.46,19.86,1.43%,1.00,3.54,5.77%,6.16%,-0.39%
1888.01,5.31,0.25,0.35,8.37,1888.04,3.67,211.05,9.87,  566.07 ,13.98,  37.49 ,15.36,19.73,1.87%,1.00,3.51,6.09%,6.29%,-0.21%
1888.02,5.28,0.25,0.34,8.28,1888.12,3.65,212.27,9.92,  571.56 ,13.80,  37.16 ,15.42,19.81,1.85%,1.00,3.56,5.85%,6.02%,-0.17%
1888.03,5.08,0.25,0.34,8.28,1888.21,3.63,204.23,9.85,  552.12 ,13.47,  36.41 ,14.81,19.03,2.35%,1.00,3.58,5.76%,6.02%,-0.26%
1888.04,5.10,0.24,0.33,8.18,1888.29,3.62,207.42,9.90,  562.97 ,13.29,  36.06 ,15.02,19.30,2.26%,1.00,3.64,5.40%,5.90%,-0.49%
1888.05,5.17,0.24,0.32,8.09,1888.37,3.60,212.74,9.95,  579.66 ,13.10,  35.69 ,15.39,19.77,2.33%,1.00,3.70,5.08%,5.06%,0.03%
1888.06,5.01,0.24,0.31,7.99,1888.46,3.58,208.61,9.99,  570.68 ,12.91,  35.31 ,15.08,19.38,2.59%,1.00,3.76,6.41%,5.65%,0.76%
1888.07,5.14,0.24,0.30,8.09,1888.54,3.56,211.50,9.81,  580.83 ,12.41,  34.09 ,15.28,19.64,2.53%,1.00,3.73,6.45%,5.92%,0.52%
1888.08,5.25,0.24,0.29,8.09,1888.62,3.54,216.03,9.74,  595.49 ,12.07,  33.27 ,15.60,20.05,2.30%,1.00,3.75,6.60%,5.92%,0.68%
1888.09,5.38,0.24,0.29,8.09,1888.71,3.52,221.38,9.67,  612.46 ,11.73,  32.44 ,15.99,20.54,2.16%,1.00,3.76,6.32%,5.92%,0.40%
1888.1,5.35,0.23,0.28,8.18,1888.79,3.51,217.59,9.49,  604.15 ,11.25,  31.25 ,15.72,20.19,2.52%,1.00,3.74,6.27%,6.04%,0.23%
1888.11,5.24,0.23,0.27,8.28,1888.87,3.49,210.66,9.31,  587.08 ,10.79,  30.06 ,15.22,19.56,2.97%,1.00,3.71,6.96%,6.17%,0.79%
1888.12,5.14,0.23,0.26,8.28,1888.96,3.47,206.64,9.25,  578.03 ,10.45,  29.24 ,14.95,19.21,3.34%,1.00,3.73,7.65%,6.02%,1.63%
1889.01,5.24,0.23,0.26,7.99,1889.04,3.45,218.19,9.54,  612.54 ,10.96,  30.78 ,15.80,20.31,2.53%,1.00,3.88,7.84%,5.64%,2.20%
1889.02,5.30,0.23,0.27,7.90,1889.12,3.45,223.34,9.62,  629.27 ,11.24,  31.67 ,16.19,20.81,2.14%,1.00,3.93,7.68%,5.22%,2.47%
1889.03,5.19,0.23,0.27,7.80,1889.21,3.45,221.37,9.70,  626.00 ,11.52,  32.57 ,16.07,20.65,2.19%,1.00,3.99,7.92%,5.08%,2.84%
1889.04,5.18,0.23,0.27,7.80,1889.29,3.44,220.95,9.67,  627.08 ,11.66,  33.08 ,16.05,20.63,2.31%,1.00,4.01,7.92%,4.93%,2.99%
1889.05,5.32,0.23,0.28,7.61,1889.37,3.44,232.59,9.87,  662.46 ,12.10,  34.46 ,16.92,21.73,1.75%,1.00,4.12,6.90%,4.66%,2.24%
1889.06,5.41,0.23,0.28,7.61,1889.46,3.44,236.53,9.84,  676.00 ,12.24,  34.99 ,17.22,22.11,1.77%,1.00,4.13,6.33%,4.51%,1.82%
1889.07,5.30,0.22,0.28,7.61,1889.54,3.44,231.72,9.80,  664.59 ,12.39,  35.52 ,16.89,21.68,1.77%,1.00,4.15,6.76%,4.36%,2.39%
1889.08,5.37,0.22,0.29,7.61,1889.62,3.43,234.78,9.76,  675.70 ,12.53,  36.08 ,17.13,21.97,1.68%,1.00,4.16,6.74%,4.22%,2.52%
1889.09,5.50,0.22,0.29,7.71,1889.71,3.43,237.49,9.61,  685.82 ,12.52,  36.16 ,17.35,22.24,1.40%,1.00,4.12,6.09%,3.94%,2.14%
1889.1,5.40,0.22,0.29,7.71,1889.79,3.43,233.18,9.57,  675.66 ,12.66,  36.70 ,17.05,21.84,0.96%,1.00,4.13,6.09%,3.80%,2.29%
1889.11,5.35,0.22,0.30,7.71,1889.87,3.43,231.02,9.53,  671.70 ,12.81,  37.25 ,16.91,21.64,0.50%,1.00,4.14,6.25%,3.67%,2.58%
1889.12,5.32,0.22,0.30,7.80,1889.96,3.42,226.92,9.38,  662.06 ,12.80,  37.33 ,16.61,21.25,0.44%,1.00,4.11,5.56%,3.66%,1.90%
1890.01,5.38,0.22,0.30,7.61,1890.04,3.42,235.22,9.62,  688.61 ,13.08,  38.30 ,17.22,22.02,-0.30%,1.00,4.22,5.32%,3.40%,1.92%
1890.02,5.32,0.22,0.30,7.61,1890.12,3.44,232.59,9.62,  683.27 ,13.04,  38.31 ,17.03,21.76,-0.25%,1.00,4.23,5.49%,3.29%,2.20%
1890.03,5.28,0.22,0.30,7.61,1890.21,3.45,230.84,9.62,  680.49 ,13.01,  38.34 ,16.90,21.58,-0.31%,1.00,4.23,5.65%,3.31%,2.35%
1890.04,5.39,0.22,0.30,7.61,1890.29,3.47,235.65,9.62,  697.03 ,12.97,  38.37 ,17.26,22.02,-0.08%,1.00,4.24,5.57%,3.32%,2.25%
1890.05,5.62,0.22,0.30,7.71,1890.37,3.49,242.68,9.50,  720.14 ,12.77,  37.90 ,17.79,22.68,0.15%,1.00,4.19,5.00%,3.71%,1.29%
1890.06,5.58,0.22,0.30,7.71,1890.46,3.50,240.95,9.50,  717.37 ,12.74,  37.93 ,17.68,22.53,0.36%,1.00,4.20,4.89%,3.86%,1.04%
1890.07,5.54,0.22,0.29,7.71,1890.54,3.52,239.22,9.50,  714.58 ,12.70,  37.95 ,17.59,22.38,0.38%,1.00,4.21,4.84%,3.74%,1.10%
1890.08,5.41,0.22,0.29,7.99,1890.62,3.54,225.26,9.16,  675.17 ,12.21,  36.60 ,16.60,21.10,1.06%,1.00,4.06,5.75%,4.26%,1.49%
1890.09,5.32,0.22,0.29,8.09,1890.71,3.55,218.91,9.05,  658.39 ,12.04,  36.20 ,16.17,20.54,1.22%,1.00,4.02,5.68%,4.27%,1.40%
1890.1,5.08,0.22,0.29,8.09,1890.79,3.57,209.03,9.05,  630.96 ,12.00,  36.23 ,15.48,19.65,1.48%,1.00,4.03,6.68%,4.42%,2.26%
1890.11,4.71,0.22,0.29,7.90,1890.87,3.59,198.48,9.27,  601.43 ,12.25,  37.13 ,14.75,18.70,1.45%,1.00,4.13,8.04%,4.18%,3.86%
1890.12,4.60,0.22,0.29,7.90,1890.96,3.60,193.84,9.27,  589.72 ,12.22,  37.18 ,14.44,18.31,1.47%,1.00,4.14,9.07%,4.33%,4.74%
1891.01,4.84,0.22,0.29,7.80,1891.04,3.62,206.45,9.38,  630.44 ,12.55,  38.32 ,15.43,19.55,0.99%,1.00,4.20,8.55%,4.08%,4.47%
1891.02,4.90,0.22,0.30,7.90,1891.12,3.62,206.49,9.27,  632.92 ,12.57,  38.53 ,15.48,19.59,1.00%,1.00,4.16,8.96%,4.33%,4.63%
1891.03,4.81,0.22,0.30,7.99,1891.21,3.62,200.28,9.16,  616.24 ,12.60,  38.76 ,15.05,19.04,1.30%,1.00,4.12,9.67%,4.44%,5.23%
1891.04,4.97,0.22,0.31,8.09,1891.29,3.62,204.51,9.05,  631.57 ,12.62,  38.97 ,15.41,19.47,1.16%,1.00,4.09,10.46%,4.69%,5.78%
1891.05,4.95,0.22,0.31,7.99,1891.37,3.61,206.11,9.16,  638.88 ,12.94,  40.11 ,15.57,19.66,1.08%,1.00,4.15,9.80%,4.55%,5.25%
1891.06,4.85,0.22,0.32,7.80,1891.46,3.61,206.87,9.38,  643.66 ,13.44,  41.80 ,15.66,19.76,0.81%,1.00,4.26,10.80%,4.29%,6.51%
1891.07,4.77,0.22,0.32,7.71,1891.54,3.61,205.97,9.50,  643.32 ,13.78,  43.05 ,15.62,19.69,0.61%,1.00,4.33,9.94%,4.02%,5.92%
1891.08,4.93,0.22,0.32,7.71,1891.62,3.61,212.88,9.50,  667.37 ,13.96,  43.77 ,16.16,20.36,0.20%,1.00,4.34,9.59%,3.88%,5.71%
1891.09,5.33,0.22,0.33,7.61,1891.71,3.61,233.03,9.62,  733.05 ,14.32,  45.04 ,17.71,22.28,-0.83%,1.00,4.41,8.41%,3.61%,4.80%
1891.1,5.33,0.22,0.33,7.61,1891.79,3.61,233.03,9.62,  735.57 ,14.50,  45.78 ,17.72,22.26,-0.92%,1.00,4.42,8.29%,3.60%,4.69%
1891.11,5.25,0.22,0.34,7.52,1891.87,3.60,232.44,9.74,  736.27 ,14.87,  47.09 ,17.67,22.19,-0.93%,1.00,4.49,8.41%,3.33%,5.08%
1891.12,5.41,0.22,0.34,7.52,1891.96,3.60,239.52,9.74,  761.28 ,15.05,  47.84 ,18.21,22.83,-1.10%,1.00,4.51,7.78%,3.20%,4.59%
1892.01,5.51,0.22,0.34,7.33,1892.04,3.60,250.28,10.07,  798.15 ,15.56,  49.61 ,19.02,23.82,-1.58%,1.00,4.64,7.66%,3.04%,4.62%
1892.02,5.52,0.22,0.35,7.33,1892.12,3.61,250.74,10.14,  802.30 ,15.67,  50.14 ,19.04,23.81,-1.69%,1.00,4.65,7.74%,3.04%,4.69%
1892.03,5.58,0.23,0.35,7.14,1892.21,3.63,260.22,10.49,  835.44 ,16.21,  52.03 ,19.74,24.66,-2.14%,1.00,4.78,7.35%,2.77%,4.58%
1892.04,5.57,0.23,0.35,7.04,1892.29,3.64,263.27,10.72,  848.08 ,16.54,  53.29 ,19.94,24.88,-2.42%,1.00,4.86,7.45%,2.51%,4.95%
1892.05,5.57,0.23,0.35,7.04,1892.37,3.65,263.27,10.79,  850.98 ,16.66,  53.85 ,19.91,24.81,-2.51%,1.00,4.87,7.30%,2.38%,4.91%
1892.06,5.54,0.23,0.36,7.04,1892.46,3.66,261.85,10.87,  849.33 ,16.78,  54.42 ,19.77,24.60,-2.58%,1.00,4.88,7.16%,2.26%,4.90%
1892.07,5.54,0.23,0.36,7.23,1892.54,3.68,254.96,10.66,  829.86 ,16.45,  53.55 ,19.21,23.88,-2.10%,1.00,4.76,7.69%,2.53%,5.15%
1892.08,5.62,0.23,0.36,7.33,1892.62,3.69,255.28,10.60,  833.78 ,16.35,  53.41 ,19.20,23.85,-2.07%,1.00,4.70,8.08%,2.79%,5.29%
1892.09,5.48,0.24,0.36,7.33,1892.71,3.70,248.92,10.67,  815.92 ,16.47,  53.97 ,18.69,23.19,-1.68%,1.00,4.71,8.25%,2.67%,5.58%
1892.1,5.59,0.24,0.37,7.33,1892.79,3.71,253.92,10.75,  835.23 ,16.58,  54.54 ,19.04,23.60,-1.70%,1.00,4.72,6.96%,1.97%,4.98%
1892.11,5.57,0.24,0.37,7.52,1892.87,3.73,246.60,10.55,  814.07 ,16.27,  53.71 ,18.46,22.86,-1.21%,1.00,4.61,7.20%,2.57%,4.63%
1892.12,5.51,0.24,0.37,7.61,1892.96,3.74,240.90,10.49,  798.12 ,16.18,  53.59 ,18.01,22.28,-0.87%,1.00,4.57,7.08%,2.59%,4.50%
1893.01,5.61,0.24,0.36,7.90,1893.04,3.75,236.41,10.15,  786.03 ,15.20,  50.55 ,17.66,21.82,-0.41%,1.00,4.41,7.70%,2.85%,4.85%
1893.02,5.51,0.24,0.35,7.99,1893.12,3.75,229.43,10.06,  765.62 ,14.64,  48.87 ,17.13,21.15,-0.21%,1.00,4.37,7.95%,2.96%,4.99%
1893.03,5.31,0.24,0.34,7.80,1893.21,3.74,226.49,10.34,  758.70 ,14.61,  48.94 ,16.90,20.86,-0.27%,1.00,4.49,8.02%,3.04%,4.98%
1893.04,5.31,0.24,0.33,7.71,1893.29,3.74,229.29,10.51,  771.00 ,14.39,  48.39 ,17.10,21.10,-0.36%,1.00,4.57,7.43%,2.90%,4.53%
1893.05,4.84,0.24,0.32,7.61,1893.37,3.73,211.61,10.68,  714.53 ,14.17,  47.86 ,15.78,19.47,0.11%,1.00,4.64,8.33%,2.99%,5.34%
1893.06,4.61,0.25,0.32,7.42,1893.46,3.73,206.72,10.99,  701.12 ,14.13,  47.91 ,15.42,19.03,0.30%,1.00,4.77,7.96%,2.72%,5.24%
1893.07,4.18,0.25,0.31,7.23,1893.54,3.73,192.37,11.31,  655.65 ,14.07,  47.97 ,14.35,17.73,0.73%,1.00,4.92,8.22%,2.44%,5.79%
1893.08,4.08,0.25,0.30,6.95,1893.62,3.72,195.48,11.82,  669.62 ,14.22,  48.70 ,14.59,18.03,0.23%,1.00,5.14,7.69%,2.01%,5.68%
1893.09,4.37,0.25,0.29,7.23,1893.71,3.72,201.11,11.39,  692.16 ,13.23,  45.54 ,15.01,18.57,0.53%,1.00,4.95,7.00%,2.29%,4.70%
1893.1,4.50,0.25,0.28,7.33,1893.79,3.71,204.41,11.28,  706.73 ,12.64,  43.71 ,15.27,18.90,0.55%,1.00,4.90,6.59%,2.53%,4.06%
1893.11,4.57,0.25,0.27,7.14,1893.87,3.71,213.12,11.62,  740.21 ,12.55,  43.60 ,15.94,19.74,0.13%,1.00,5.05,6.31%,2.37%,3.94%
1893.12,4.41,0.25,0.26,7.04,1893.96,3.70,208.44,11.82,  727.36 ,12.29,  42.88 ,15.61,19.34,0.03%,1.00,5.14,7.02%,2.22%,4.81%
1894.01,4.32,0.25,0.25,6.85,1894.04,3.70,209.86,11.98,  735.80 ,12.23,  42.87 ,15.74,19.52,-0.28%,1.00,5.30,6.88%,1.69%,5.19%
1894.02,4.38,0.24,0.24,6.76,1894.12,3.68,215.77,11.99,  760.03 ,11.99,  42.22 ,16.20,20.11,-0.58%,1.00,5.40,6.04%,1.29%,4.76%
1894.03,4.51,0.24,0.24,6.57,1894.21,3.66,228.61,12.17,  808.84 ,11.91,  42.15 ,17.19,21.34,-1.19%,1.00,5.58,5.52%,1.09%,4.43%
1894.04,4.57,0.24,0.23,6.57,1894.29,3.64,231.65,12.00,  823.14 ,11.49,  40.83 ,17.43,21.66,-1.05%,1.00,5.61,5.76%,1.18%,4.58%
1894.05,4.40,0.23,0.22,6.57,1894.37,3.62,223.04,11.83,  796.02 ,11.07,  39.49 ,16.81,20.90,-0.61%,1.00,5.63,6.18%,1.39%,4.79%
1894.06,4.34,0.23,0.21,6.57,1894.46,3.60,220.00,11.66,  788.63 ,10.64,  38.16 ,16.61,20.66,-0.52%,1.00,5.66,6.34%,1.37%,4.97%
1894.07,4.25,0.23,0.20,6.57,1894.54,3.58,215.43,11.49,  775.71 ,10.22,  36.81 ,16.29,20.29,-0.28%,1.00,5.69,6.99%,1.34%,5.65%
1894.08,4.41,0.22,0.19,6.76,1894.62,3.56,217.25,11.00,  785.54 ,9.52,  34.43 ,16.46,20.51,-0.04%,1.00,5.55,7.13%,1.49%,5.64%
1894.09,4.48,0.22,0.19,6.85,1894.71,3.54,217.63,10.69,  790.15 ,8.99,  32.63 ,16.52,20.61,0.20%,1.00,5.50,7.45%,1.49%,5.95%
1894.1,4.34,0.22,0.18,6.66,1894.79,3.52,216.85,10.83,  790.60 ,8.83,  32.19 ,16.50,20.60,0.06%,1.00,5.68,8.09%,1.18%,6.91%
1894.11,4.34,0.21,0.17,6.66,1894.87,3.50,216.85,10.66,  793.84 ,8.41,  30.78 ,16.54,20.67,0.28%,1.00,5.71,8.41%,0.93%,7.48%
1894.12,4.30,0.21,0.16,6.57,1894.96,3.48,217.97,10.64,  801.17 ,8.11,  29.81 ,16.67,20.86,0.23%,1.00,5.82,8.45%,0.76%,7.68%
1895.01,4.25,0.21,0.17,6.57,1895.04,3.46,215.43,10.56,  795.09 ,8.49,  31.34 ,16.52,20.69,0.30%,1.00,5.85,8.80%,0.74%,8.06%
1895.02,4.19,0.21,0.18,6.57,1895.12,3.47,212.39,10.48,  787.08 ,8.87,  32.87 ,16.33,20.47,0.25%,1.00,5.86,9.41%,0.75%,8.65%
1895.03,4.19,0.21,0.18,6.57,1895.21,3.48,212.39,10.39,  790.29 ,9.25,  34.42 ,16.36,20.53,0.45%,1.00,5.87,9.83%,0.88%,8.94%
1895.04,4.37,0.20,0.19,6.85,1895.29,3.50,212.29,9.88,  792.96 ,9.23,  34.48 ,16.39,20.58,0.73%,1.00,5.63,9.69%,1.33%,8.36%
1895.05,4.61,0.20,0.20,6.95,1895.37,3.51,220.88,9.66,  828.06 ,9.46,  35.48 ,17.08,21.46,0.84%,1.00,5.57,8.82%,1.59%,7.23%
1895.06,4.70,0.20,0.21,7.04,1895.46,3.52,222.15,9.45,  835.77 ,9.69,  36.45 ,17.21,21.63,1.15%,1.00,5.50,8.88%,1.75%,7.14%
1895.07,4.72,0.20,0.21,6.95,1895.54,3.53,226.15,9.50,  853.80 ,10.18,  38.44 ,17.55,22.06,0.78%,1.00,5.59,9.02%,1.62%,7.40%
1895.08,4.79,0.20,0.22,6.85,1895.62,3.54,232.69,9.56,  881.51 ,10.69,  40.49 ,18.07,22.73,0.46%,1.00,5.68,8.98%,1.38%,7.60%
1895.09,4.82,0.20,0.23,6.85,1895.71,3.55,234.15,9.47,  890.02 ,11.05,  42.01 ,18.20,22.89,0.53%,1.00,5.69,9.06%,1.51%,7.56%
1895.1,4.75,0.19,0.24,6.85,1895.79,3.57,230.75,9.39,  880.07 ,11.42,  43.54 ,17.94,22.57,0.60%,1.00,5.70,9.37%,1.52%,7.85%
1895.11,4.59,0.19,0.24,6.85,1895.87,3.58,222.97,9.31,  853.38 ,11.78,  45.09 ,17.34,21.81,0.66%,1.00,5.71,9.56%,1.41%,8.14%
1895.12,4.32,0.19,0.25,6.76,1895.96,3.59,212.81,9.36,  817.48 ,12.32,  47.31 ,16.55,20.82,0.56%,1.00,5.80,10.20%,1.17%,9.03%
1896.01,4.27,0.19,0.25,6.66,1896.04,3.60,213.36,9.45,  822.59 ,12.33,  47.53 ,16.58,20.86,0.63%,1.00,5.90,10.54%,1.04%,9.50%
1896.02,4.45,0.19,0.24,6.57,1896.12,3.58,225.57,9.54,  872.76 ,12.33,  47.72 ,17.52,22.04,0.18%,1.00,6.01,9.84%,0.86%,8.98%
1896.03,4.38,0.19,0.24,6.57,1896.21,3.57,222.02,9.50,  862.09 ,12.17,  47.24 ,17.23,21.69,0.41%,1.00,6.04,9.74%,0.83%,8.91%
1896.04,4.42,0.19,0.24,6.47,1896.29,3.55,227.35,9.60,  885.87 ,12.17,  47.44 ,17.64,22.20,0.26%,1.00,6.15,9.33%,0.65%,8.67%
1896.05,4.40,0.19,0.23,6.37,1896.37,3.53,229.70,9.70,  898.17 ,12.18,  47.62 ,17.83,22.43,0.32%,1.00,6.27,8.80%,0.36%,8.44%
1896.06,4.32,0.19,0.23,6.28,1896.46,3.52,228.94,9.80,  898.39 ,12.19,  47.83 ,17.78,22.37,0.33%,1.00,6.39,8.97%,0.18%,8.79%
